Number,Descriptor-0,Descriptor-1,Descriptor-2,Descriptor-3,Descriptor-4,Descriptor-5,Descriptor-6,Descriptor-7,Descriptor-8,Descriptor-9,Descriptor-10,Descriptor-11,Descriptor-12,Descriptor-13,Descriptor-14,Descriptor-15,Descriptor-16,Descriptor-17,Descriptor-18,Descriptor-19,Descriptor-20,Descriptor-21,Descriptor-22,Descriptor-23,Descriptor-24,Descriptor-25,Descriptor-26,Descriptor-27,Descriptor-28,Descriptor-29,Descriptor-30,Descriptor-31,Descriptor-32,Descriptor-33,Descriptor-34,Descriptor-35,Descriptor-36,Descriptor-37,Descriptor-38,Descriptor-39,Descriptor-40,Descriptor-41,Descriptor-42,Descriptor-43,Descriptor-44,Descriptor-45,Descriptor-46,Descriptor-47,Descriptor-48,Descriptor-49,Descriptor-50,Descriptor-51,Descriptor-52,Descriptor-53,Descriptor-54,Descriptor-55,Descriptor-56,Descriptor-57,Descriptor-58,Descriptor-59,Descriptor-60,Descriptor-61,Descriptor-62,Descriptor-63,Descriptor-64,Descriptor-65,Descriptor-66,Descriptor-67,Descriptor-68,Descriptor-69,Descriptor-70,Descriptor-71,Descriptor-72,Descriptor-73,Descriptor-74,Descriptor-75,Descriptor-76,Descriptor-77,Descriptor-78,Descriptor-79,Descriptor-80,Descriptor-81,Descriptor-82,Descriptor-83,Descriptor-84,Descriptor-85,Descriptor-86,Descriptor-87,Descriptor-88,Descriptor-89,Descriptor-90,Descriptor-91,Descriptor-92,Descriptor-93,Descriptor-94,Descriptor-95,Descriptor-96,Descriptor-97,Descriptor-98,Descriptor-99,Descriptor-100,Descriptor-101,Descriptor-102,Descriptor-103,Descriptor-104,Descriptor-105,Descriptor-106,Descriptor-107,Descriptor-108,Descriptor-109,Descriptor-110,Descriptor-111,Descriptor-112,Descriptor-113,Descriptor-114,Descriptor-115,Descriptor-116,Descriptor-117,Descriptor-118,Descriptor-119,Descriptor-120,Descriptor-121,Descriptor-122,Descriptor-123,Descriptor-124,Descriptor-125,Descriptor-126,Descriptor-127
1435,5,105,32,4,0,4,2,0,25,64,0,0,0,26,39,10,2,0,0,0,28,55,50,13,0,0,0,2,87,47,1,0,35,58,5,3,3,2,18,5,125,79,6,1,0,2,16,47,26,10,32,13,23,114,50,29,0,3,5,1,49,125,38,0,18,2,0,4,14,49,125,57,110,94,84,22,28,35,27,11,11,91,125,55,3,13,3,3,2,125,43,2,4,75,26,0,13,0,0,78,88,23,23,43,0,3,22,104,76,16,3,0,3,34,50,15,1,0,0,0,14,125,11,1,1,1,0,0
1436,16,5,43,55,1,0,0,1,98,28,19,7,0,0,33,75,29,14,2,1,0,0,90,153,21,0,0,0,0,0,3,153,21,10,9,11,0,1,10,3,118,153,17,0,0,0,4,16,153,148,10,0,0,0,10,43,55,2,1,1,0,0,0,23,1,1,0,0,0,16,28,1,128,35,2,0,0,8,5,10,153,36,1,0,0,0,0,30,55,2,0,1,0,0,0,6,0,0,0,0,0,46,26,0,78,14,0,0,1,41,6,2,153,98,0,0,0,1,0,1,45,24,0,0,0,1,0,0
1437,31,37,0,0,0,0,0,2,97,36,1,0,0,0,0,13,179,4,0,0,0,0,1,136,39,0,0,0,0,13,40,70,65,5,0,0,0,0,0,12,155,34,0,0,0,0,2,12,179,23,0,0,0,0,0,32,85,1,0,1,3,2,3,18,83,6,0,0,0,0,2,21,128,3,0,0,0,0,12,55,179,18,0,0,0,0,0,25,81,11,1,1,2,0,0,2,72,0,0,0,0,0,2,48,78,2,0,0,0,1,15,43,179,24,0,0,0,0,0,8,68,12,4,2,1,0,0,0
1438,10,139,14,0,0,0,0,0,119,152,4,0,0,0,0,0,44,34,0,0,0,0,0,0,1,0,0,1,0,0,0,0,37,17,3,1,0,0,0,1,152,58,0,0,0,0,0,12,142,15,1,0,0,0,0,8,1,0,3,18,5,0,1,0,46,0,0,1,1,0,0,11,152,19,0,0,0,0,0,52,117,30,15,16,7,2,1,13,0,0,45,144,20,1,0,0,55,0,0,0,0,0,0,55,152,1,0,0,0,0,0,152,31,2,1,8,35,20,6,44,0,0,8,74,152,20,0,0
1439,38,0,0,0,0,0,8,29,128,1,0,0,0,0,0,38,128,3,0,1,54,35,1,24,47,80,7,6,64,34,5,13,7,0,0,0,0,1,128,93,128,7,0,0,0,7,93,100,128,26,0,0,25,44,8,26,26,10,3,2,38,102,49,40,0,0,2,7,4,13,128,98,14,0,0,13,33,91,128,44,88,2,0,1,11,17,22,92,7,2,11,26,88,24,8,11,0,0,42,51,5,2,18,10,8,1,8,61,37,11,4,9,38,8,28,18,9,3,1,22,1,1,16,67,101,4,0,1
1440,0,0,114,79,0,0,0,0,10,14,101,64,0,0,0,1,58,65,48,1,0,0,3,32,9,23,39,2,0,5,30,19,0,19,99,23,0,0,0,0,59,24,36,29,0,0,0,3,145,11,1,0,0,0,11,130,22,0,0,0,0,17,121,85,1,73,58,0,0,0,0,0,95,87,21,2,0,0,0,1,145,73,0,0,0,0,1,33,90,17,0,0,1,6,24,36,20,44,8,0,0,0,0,0,49,85,0,0,0,0,0,1,145,145,0,0,0,0,0,0,113,79,0,0,0,0,0,0
1441,30,5,0,0,9,24,11,16,141,9,0,0,0,0,3,92,41,0,0,0,0,0,20,113,0,0,0,0,0,1,34,21,34,4,0,0,74,115,3,6,141,13,0,0,1,3,1,33,104,8,3,0,0,0,1,35,2,7,7,0,0,0,7,3,20,0,0,0,141,141,2,5,141,60,0,0,9,14,2,14,68,88,14,0,0,0,0,2,3,18,11,1,1,0,0,0,3,0,0,0,141,141,4,2,68,44,9,1,24,69,10,10,16,104,88,1,0,0,0,0,0,53,104,5,0,0,0,0
1442,25,1,0,1,0,0,2,17,160,1,0,0,1,0,0,67,82,0,0,9,113,7,1,26,2,3,3,13,73,4,1,2,51,4,0,0,0,0,0,6,160,6,0,1,4,0,0,22,92,2,0,46,160,0,0,9,13,4,3,39,73,0,0,1,45,3,0,1,0,0,0,4,160,21,0,2,5,1,0,16,77,8,0,19,160,32,1,6,10,8,1,7,79,14,0,0,36,0,0,0,0,0,1,18,160,1,0,0,4,2,1,58,57,0,0,14,152,25,1,15,0,3,2,16,79,6,0,0
1443,3,89,54,16,0,1,1,0,3,125,13,0,0,39,14,1,7,21,1,0,0,58,65,4,15,6,0,3,6,24,32,9,0,51,16,8,2,1,0,0,25,125,27,0,0,0,1,2,90,111,5,0,0,8,30,46,4,0,0,2,7,54,86,19,0,3,2,3,5,2,11,3,106,42,4,0,0,1,14,7,125,101,10,8,1,0,15,79,11,21,56,84,4,19,56,23,11,0,0,0,3,10,110,94,21,14,0,1,6,100,125,12,62,125,78,16,13,37,9,2,2,36,125,125,1,0,0,0
1444,11,18,9,1,0,0,0,2,31,14,1,0,0,4,17,28,3,3,9,11,6,22,16,4,0,2,14,17,3,1,0,0,62,18,7,0,0,2,2,11,140,16,1,1,4,27,61,139,11,4,2,8,107,140,67,26,2,2,9,7,41,29,2,5,53,9,0,0,1,140,74,12,140,140,35,12,6,15,6,21,15,48,58,106,140,43,4,5,6,0,0,10,71,18,3,15,3,4,0,0,45,140,50,1,9,73,21,2,42,136,2,0,0,32,55,39,14,1,0,0,13,1,2,11,17,2,0,5
1445,6,2,0,0,6,49,96,12,39,1,0,1,21,111,44,31,133,4,0,0,1,4,4,117,27,1,3,2,1,2,1,17,24,48,21,14,12,10,12,9,49,14,7,48,105,46,21,18,133,45,1,4,8,4,7,58,28,2,0,0,0,5,5,5,26,41,21,4,2,2,94,71,10,11,19,11,20,26,133,74,84,6,2,1,2,3,69,133,10,0,0,0,1,2,1,8,14,101,133,0,0,0,14,14,1,128,133,0,0,0,31,11,0,133,37,0,0,0,10,11,0,14,6,0,1,1,0,0
1446,27,1,2,2,0,0,0,3,184,1,0,0,1,1,0,64,114,2,4,29,40,5,1,27,0,4,17,23,12,1,0,0,48,1,0,0,0,1,1,9,184,6,0,1,4,3,0,72,115,3,1,6,123,24,0,27,0,1,6,9,29,14,1,0,44,9,1,1,1,1,1,1,184,91,1,2,3,0,0,10,105,31,2,14,95,20,1,4,0,0,0,0,25,27,4,0,17,4,0,0,2,4,2,0,184,77,0,0,1,0,0,1,143,27,0,0,24,49,3,5,0,0,0,1,18,36,5,0
1447,42,1,1,8,2,0,0,4,199,3,0,0,0,0,0,19,113,5,1,19,33,1,0,2,0,0,4,12,28,3,0,0,71,5,2,2,0,0,0,1,199,4,0,0,1,1,0,23,114,3,4,35,55,8,1,11,0,3,22,27,14,1,0,0,70,3,0,0,0,0,1,4,199,10,0,0,2,3,0,15,122,2,0,2,103,40,1,13,0,1,5,6,33,19,1,0,39,10,0,1,1,0,1,2,199,90,0,1,1,0,0,3,96,40,2,9,75,15,0,2,0,0,0,0,28,22,2,0
1448,39,21,9,2,3,10,16,14,130,16,1,2,2,11,9,21,46,14,9,19,12,55,46,38,23,39,20,4,1,5,36,76,63,32,13,7,15,12,4,3,130,23,3,7,10,0,0,25,47,29,34,92,104,1,0,5,17,130,103,21,9,0,0,2,63,25,2,20,18,6,0,1,130,127,12,8,5,0,0,7,23,33,21,51,120,58,12,12,28,116,22,12,46,48,1,2,28,7,0,6,16,6,0,9,130,29,1,0,0,0,0,39,83,5,1,0,31,82,29,67,2,21,2,0,91,130,4,0
1449,44,22,35,16,0,1,3,5,158,39,3,0,0,0,16,119,42,1,0,0,2,3,30,158,0,0,0,0,135,77,17,13,46,10,1,1,0,30,27,8,158,36,0,0,0,2,2,41,136,4,0,0,2,0,0,26,1,0,0,0,132,51,0,0,25,0,0,0,6,50,15,10,158,32,0,0,1,7,4,43,132,24,1,0,0,0,0,7,0,3,1,0,24,39,4,0,24,0,0,0,7,6,2,18,158,2,0,0,0,1,1,108,67,4,1,0,0,1,1,27,0,6,3,0,0,3,1,0
1450,0,18,16,1,2,3,4,0,3,4,11,3,1,2,7,4,7,2,4,0,1,9,36,60,2,1,7,23,33,59,33,14,2,63,74,0,0,0,4,9,63,33,90,8,0,1,12,15,164,18,6,0,5,27,48,164,23,0,0,1,109,164,70,64,7,6,5,0,0,0,24,92,78,6,8,0,0,2,74,55,164,15,0,0,2,7,8,52,70,3,0,0,30,120,59,24,20,1,1,0,0,0,2,46,49,14,4,0,0,0,8,16,164,73,0,0,0,0,1,25,64,18,0,0,0,2,5,4
1451,11,6,3,0,0,0,0,3,138,2,0,0,0,0,4,138,54,3,1,0,0,21,63,138,0,0,1,3,8,64,38,9,41,3,1,0,0,0,0,6,138,37,4,0,0,0,0,69,116,66,53,1,0,11,10,26,0,13,29,41,61,43,11,0,39,6,0,0,0,0,0,6,138,138,40,0,0,1,2,17,18,138,138,1,0,1,1,1,0,31,138,138,25,0,0,0,34,0,0,1,1,0,0,35,41,9,7,1,2,12,15,58,4,23,40,2,6,12,24,15,0,6,37,45,43,11,6,2
1452,89,0,0,0,0,0,0,40,122,0,0,0,27,9,0,51,34,9,1,2,116,50,15,53,55,24,3,7,28,16,35,122,122,0,0,0,0,0,1,46,122,3,0,0,29,15,0,42,42,47,6,11,122,52,3,12,103,122,15,18,34,9,3,15,57,3,0,0,0,10,70,60,122,32,0,0,14,10,7,24,31,10,1,2,97,122,34,18,71,25,5,8,10,25,36,97,4,0,0,10,22,63,96,14,64,3,0,1,6,15,19,72,15,2,3,10,52,23,7,15,6,13,60,58,28,5,6,17
1453,5,4,19,37,8,17,61,56,45,30,16,14,6,9,14,27,13,7,11,84,31,0,0,3,29,51,27,29,6,0,1,20,16,19,31,79,104,38,3,9,118,97,30,24,28,7,1,9,27,10,7,56,118,3,0,1,3,55,86,45,37,0,0,0,27,4,13,54,118,99,10,25,118,11,3,24,45,22,4,34,23,4,1,107,118,0,0,1,0,0,14,94,66,0,0,0,41,17,74,118,23,2,0,7,118,15,8,37,32,1,0,13,5,1,0,118,111,0,0,0,0,0,1,48,55,0,0,0
1454,28,0,0,0,0,0,5,115,17,0,0,18,39,2,5,115,8,0,0,45,81,20,75,49,1,0,0,14,25,30,115,47,55,0,0,1,7,7,16,115,30,5,2,62,115,10,6,46,115,30,8,39,28,6,38,72,14,6,5,115,110,20,48,23,16,0,0,5,16,12,27,79,12,5,5,18,87,60,40,31,76,14,12,27,32,15,41,83,6,3,6,76,115,44,1,3,1,3,10,49,20,1,5,12,2,19,81,79,16,4,8,5,1,11,115,82,5,1,9,10,0,0,83,66,43,15,0,0
1455,9,2,0,0,0,0,70,111,4,1,5,12,2,8,111,111,51,8,5,7,2,4,24,57,13,4,7,46,7,1,2,6,101,83,1,4,4,2,12,53,21,20,33,87,64,19,11,24,81,76,29,29,21,3,2,6,8,14,19,75,65,0,0,0,111,30,8,7,7,7,4,87,39,8,16,55,111,78,9,29,111,16,5,28,42,13,3,24,8,2,4,95,111,0,0,0,86,42,73,47,1,0,0,19,51,21,94,111,21,2,0,9,85,13,7,52,31,1,0,8,1,0,0,101,73,0,0,0
1456,1,1,0,2,2,1,0,0,132,30,0,1,1,1,0,0,136,45,0,4,8,0,0,0,8,1,3,90,105,0,0,0,2,1,0,0,2,1,0,0,131,17,0,0,2,1,0,9,136,61,1,8,20,1,0,16,11,5,1,52,136,11,0,1,2,0,0,0,1,1,1,2,129,1,0,0,1,0,0,86,136,9,0,1,12,9,3,136,6,1,0,3,136,106,3,8,5,0,0,1,1,1,1,2,136,0,0,0,0,0,0,58,136,0,0,0,2,3,0,55,1,0,1,1,29,85,8,1
1457,5,10,1,0,0,0,0,0,116,132,0,0,0,0,0,0,113,104,3,25,33,0,0,0,1,1,11,135,106,1,0,0,2,3,1,0,0,0,0,0,123,53,0,0,0,0,0,2,136,96,2,8,47,10,1,8,6,3,1,17,136,74,2,1,3,1,0,0,0,0,0,4,133,3,0,0,0,0,0,16,136,8,0,0,7,18,5,57,17,0,0,1,46,136,27,8,2,0,0,0,0,0,0,3,116,8,0,0,0,0,0,3,136,40,17,5,0,1,1,7,14,7,51,64,4,29,7,1
1458,0,4,125,12,0,0,0,0,2,10,125,58,0,0,1,1,17,96,125,33,17,0,1,3,3,18,8,71,125,7,0,0,12,9,125,35,49,20,4,1,113,36,125,22,5,1,9,40,54,75,50,36,11,2,21,34,9,32,41,81,125,10,0,0,16,3,14,36,48,16,30,19,125,29,10,10,8,2,9,47,17,15,41,111,35,18,5,4,0,3,55,101,18,9,42,12,2,7,44,51,5,5,20,11,12,65,88,7,2,1,4,13,2,31,89,12,20,25,6,2,9,35,34,4,3,10,43,26
1459,49,8,0,0,40,12,0,0,46,1,0,1,133,51,2,6,164,6,0,1,8,6,1,9,30,0,0,3,37,4,0,1,55,16,2,5,36,2,0,5,49,9,1,22,164,11,0,1,164,21,1,5,19,2,0,6,37,1,0,4,42,5,0,1,39,2,0,5,44,3,2,16,67,3,0,35,164,2,0,5,164,6,1,7,20,1,0,27,30,1,0,18,37,2,0,3,14,0,0,12,74,12,8,35,82,5,3,67,161,3,0,5,164,10,3,10,6,0,0,15,12,3,2,33,11,0,0,0
1460,7,0,1,1,2,65,21,13,134,0,0,0,0,3,4,134,134,0,0,0,0,0,0,108,6,0,4,2,1,0,0,6,15,1,0,2,54,122,12,13,134,14,0,1,5,10,5,111,126,4,0,1,1,2,1,55,1,1,5,4,3,6,3,1,11,8,3,57,116,15,1,2,134,90,3,10,15,2,1,19,134,26,0,0,0,3,1,9,1,0,0,0,0,9,6,0,3,1,1,21,39,34,96,20,134,8,1,2,5,6,59,134,84,2,0,0,0,0,1,48,0,0,0,0,0,2,1,0
1461,6,0,1,60,57,1,3,10,52,7,1,6,1,0,25,111,37,7,0,4,1,1,76,132,19,12,12,17,4,2,53,104,21,8,3,20,24,6,31,48,107,75,5,11,15,11,26,44,132,103,2,11,22,12,7,62,36,33,20,45,70,36,6,10,16,42,59,23,14,4,3,9,128,46,61,36,14,4,3,10,132,79,69,48,13,7,3,36,42,32,64,98,56,27,3,6,1,2,13,10,8,9,4,1,58,47,16,0,0,1,11,13,55,80,128,42,0,3,7,8,83,25,58,44,5,1,1,44
1462,3,1,0,0,0,1,1,2,105,5,0,0,0,1,1,28,164,8,0,3,8,0,0,73,22,0,0,30,88,0,0,6,1,0,0,3,1,0,2,1,142,28,1,4,2,0,0,3,164,56,0,4,17,0,0,7,21,4,0,22,129,0,0,0,0,0,1,5,2,0,1,0,144,3,0,3,2,0,1,34,164,7,0,2,21,1,0,60,18,1,0,15,137,3,0,3,2,1,0,1,1,0,1,2,155,1,0,0,0,0,2,28,164,1,0,2,19,2,0,40,8,0,0,14,115,5,0,2
1463,14,34,63,15,1,10,18,7,144,9,21,13,1,0,2,112,144,0,1,0,0,0,0,75,3,0,1,0,0,0,0,2,20,1,1,1,9,104,110,25,144,12,0,0,3,14,15,125,141,5,2,1,0,1,2,36,2,2,2,1,0,1,3,3,10,10,7,18,79,54,29,8,144,57,0,3,26,13,20,63,144,17,0,0,0,1,5,21,1,0,0,0,0,2,8,3,8,13,16,5,12,11,104,57,59,13,11,0,4,5,96,144,42,4,2,0,0,1,2,49,0,0,0,0,1,2,0,0
1464,28,1,0,0,0,0,0,12,166,3,1,5,6,0,0,39,83,4,1,83,155,0,0,7,6,7,3,33,41,0,0,0,55,4,0,0,0,0,0,9,166,6,0,5,20,0,0,30,66,3,1,53,166,2,0,3,14,9,1,12,38,1,1,6,58,11,0,0,0,0,0,0,166,26,0,2,24,0,0,4,52,5,0,8,166,22,3,5,3,0,0,1,27,10,15,44,44,4,2,2,0,0,0,7,166,4,0,0,18,2,0,40,36,1,0,2,146,20,4,12,1,1,1,1,11,6,11,23
1465,0,0,0,1,77,54,0,0,1,0,0,0,20,79,39,28,22,0,0,0,0,3,24,138,8,0,0,0,0,1,38,138,0,0,0,12,94,22,0,0,52,1,0,8,20,25,14,32,138,5,0,0,0,0,6,138,54,3,0,1,3,2,12,110,0,0,0,14,117,13,0,0,55,35,10,15,18,1,0,1,138,138,2,0,0,0,0,6,56,99,13,7,4,0,0,4,0,0,0,3,121,23,0,0,4,28,20,26,49,2,0,0,81,138,9,2,1,0,0,0,37,138,17,3,0,0,0,0
1466,24,25,53,20,8,3,5,20,0,23,113,43,15,4,8,4,0,15,124,29,1,8,7,1,0,12,117,26,0,0,2,1,21,31,73,24,5,1,0,3,79,19,25,31,9,18,44,68,8,3,14,14,33,112,61,27,4,3,7,2,2,36,73,32,15,11,5,2,11,7,1,2,89,117,40,13,4,4,14,28,55,24,53,65,35,21,31,81,71,1,1,1,2,71,95,124,11,2,0,0,7,26,15,26,44,27,6,1,0,0,87,124,28,16,10,7,4,3,124,124,33,8,26,35,10,14,68,124
1467,113,68,14,1,1,1,0,1,43,75,124,87,1,2,4,1,4,124,124,35,5,8,9,5,1,75,121,56,119,36,2,1,22,51,22,2,3,18,4,1,71,40,52,35,5,15,36,47,4,51,56,35,75,71,41,12,2,53,124,35,22,2,0,1,12,5,0,0,6,124,32,1,64,71,44,21,5,25,17,13,4,11,39,120,65,24,10,4,7,2,4,11,15,2,1,10,2,2,0,0,52,124,15,1,3,6,8,4,15,74,48,20,1,2,8,20,30,71,31,6,3,0,0,1,6,13,18,17
1468,42,43,3,0,0,0,15,89,36,39,2,23,18,5,17,121,24,46,34,57,33,12,13,14,24,36,7,21,65,3,0,1,57,87,14,9,26,18,11,8,121,105,6,12,28,34,7,31,66,25,10,42,104,119,9,14,71,30,2,27,84,4,1,3,90,22,30,35,19,4,1,4,121,79,63,89,7,3,1,15,69,40,66,121,43,15,1,5,71,31,5,49,77,1,0,2,23,23,6,1,0,1,7,7,24,56,65,52,1,5,10,6,114,7,19,58,1,2,2,54,55,4,1,21,82,23,3,27
1469,11,7,32,62,8,2,2,5,72,2,1,2,2,1,3,74,132,1,0,0,0,0,11,132,10,1,0,0,1,12,49,72,15,3,4,3,1,57,106,38,113,3,0,0,0,1,56,103,132,47,5,0,0,0,5,45,21,23,36,11,2,2,1,5,8,29,25,1,3,61,108,25,26,12,0,0,1,17,132,78,80,40,38,14,21,27,53,27,4,16,132,58,8,1,0,0,11,132,47,0,0,0,3,5,18,132,16,2,4,10,19,13,1,25,13,13,71,69,9,1,0,0,32,33,51,75,0,0
1470,26,8,1,4,27,1,0,4,30,5,1,17,146,3,0,1,149,16,1,4,14,1,0,7,34,1,0,3,26,3,0,2,26,1,0,5,47,5,3,17,56,2,0,37,149,2,0,3,149,5,1,7,16,0,0,20,35,2,1,21,27,1,0,2,12,1,0,18,101,15,9,35,87,7,4,86,149,3,0,7,149,13,3,9,5,0,0,19,19,5,2,34,10,0,0,0,9,20,83,99,71,2,1,5,100,5,13,88,97,0,0,75,149,3,1,3,2,0,0,85,6,1,0,9,12,0,0,1
1471,0,0,0,0,2,45,83,1,1,0,1,0,1,27,80,15,7,0,0,0,0,1,115,101,1,0,0,0,0,10,132,43,0,1,5,5,58,47,38,2,36,3,2,13,27,37,40,17,132,4,0,1,1,3,53,132,51,2,0,4,9,15,132,72,0,1,6,8,106,34,3,3,35,11,25,25,20,28,5,6,132,101,16,2,2,3,1,11,74,40,46,23,14,0,0,7,0,1,7,46,116,5,0,0,2,14,46,45,26,10,0,0,22,132,93,4,2,3,0,0,11,90,132,13,1,0,0,0
1472,0,0,0,0,0,37,43,1,155,24,0,0,0,20,11,19,170,25,0,0,0,0,0,42,27,1,1,0,0,0,0,6,0,0,0,0,4,51,22,2,153,15,0,0,10,70,13,15,170,86,0,0,0,1,1,21,36,15,2,0,0,0,0,1,0,0,0,2,12,5,1,1,103,2,0,1,14,20,9,74,170,14,0,0,0,1,2,154,30,8,4,0,0,2,2,12,1,1,0,0,6,3,0,0,163,0,0,0,4,2,1,36,170,1,0,0,0,0,0,54,10,0,0,0,0,4,3,5
1473,41,10,0,0,0,0,0,3,131,41,0,0,0,18,31,22,21,3,5,8,3,131,86,4,0,0,5,8,12,131,48,0,42,5,0,0,0,0,0,2,131,21,2,11,5,0,0,8,46,6,53,131,37,13,5,1,0,0,114,97,25,37,5,0,46,0,0,0,0,0,0,36,131,1,2,14,37,9,1,102,17,1,8,108,131,27,1,4,0,0,27,27,14,5,1,1,85,2,0,0,0,0,0,58,97,5,11,2,24,25,2,100,1,0,9,10,93,131,7,3,0,0,0,3,18,64,8,1
1474,1,0,0,3,2,0,1,0,107,2,0,2,2,0,2,13,176,8,0,0,16,4,0,14,17,0,0,2,111,17,0,1,2,1,0,2,3,1,1,2,138,10,1,0,0,0,1,7,176,24,0,2,17,2,0,4,25,3,0,17,148,8,0,1,0,0,1,2,3,2,2,3,130,9,1,2,1,1,1,4,176,25,0,1,17,3,0,16,27,2,0,4,161,17,0,4,0,0,1,3,1,0,0,0,79,13,1,2,1,1,1,2,176,44,0,1,13,1,0,1,29,4,0,6,123,9,0,0
1475,41,12,1,0,0,0,0,0,168,52,0,1,24,2,0,4,38,7,0,2,168,19,0,1,7,2,0,2,30,6,1,3,47,4,0,0,0,0,0,3,168,20,0,3,23,1,0,6,66,5,1,33,168,6,0,1,7,5,2,12,38,2,0,1,49,1,0,0,0,0,1,9,168,19,1,8,25,0,0,6,54,10,2,61,168,1,0,0,11,15,2,12,23,0,0,1,34,8,0,0,0,0,0,1,168,33,0,1,21,1,0,1,41,7,0,3,168,19,1,2,7,3,0,1,18,5,5,23
1476,4,10,14,6,20,125,1,0,19,6,29,38,18,30,4,17,25,1,0,4,4,38,79,51,21,9,1,0,0,71,32,15,0,33,37,6,52,125,1,0,63,6,1,1,47,125,10,13,125,19,2,0,1,53,52,76,13,8,4,2,8,125,68,13,18,125,61,2,7,12,1,0,37,62,2,0,9,125,53,9,125,70,45,3,3,56,45,24,20,64,102,11,13,55,23,5,35,76,4,0,0,0,0,0,46,125,0,0,0,8,8,0,13,65,10,1,2,68,40,1,22,26,21,1,2,36,58,23
1477,38,125,6,0,0,0,0,0,59,134,8,13,45,3,0,0,2,6,4,18,134,11,0,3,10,3,11,4,27,6,22,49,50,52,3,0,0,0,0,4,134,84,2,4,21,8,1,9,27,5,1,6,134,83,11,29,60,0,0,0,20,28,34,134,81,7,0,0,0,0,0,13,134,14,0,0,3,7,0,17,66,8,1,1,56,109,12,26,95,80,12,4,23,24,15,97,62,10,0,0,0,0,1,8,134,35,0,0,0,0,0,4,79,20,1,1,41,61,2,6,26,77,12,3,32,47,12,12
1478,5,23,7,3,1,2,1,1,5,48,66,17,0,0,7,7,60,84,29,18,0,3,12,3,128,128,2,3,11,1,0,0,16,3,13,5,0,1,5,4,86,13,3,1,1,8,39,82,41,15,1,2,22,77,68,32,128,61,0,2,4,8,4,45,14,1,0,0,6,57,120,27,101,90,13,3,11,33,18,17,50,45,27,22,38,24,7,41,128,0,0,1,4,4,4,128,14,18,34,54,43,47,43,17,25,23,5,34,58,29,4,6,127,20,6,1,0,0,0,92,128,1,1,7,4,0,0,128
1479,4,16,114,45,0,0,0,3,19,14,68,34,5,3,6,12,4,5,45,11,5,35,38,6,1,2,84,15,10,31,12,1,41,4,17,18,2,2,1,31,42,43,22,13,17,13,18,28,113,51,7,1,5,56,60,37,5,1,3,3,74,114,35,9,100,10,1,1,1,2,6,46,50,5,2,13,35,38,114,82,98,91,77,39,37,24,44,32,8,98,50,3,37,101,36,10,114,48,0,0,0,0,7,24,100,41,7,58,109,7,14,33,2,41,38,89,114,6,3,0,17,114,32,2,1,1,2,1
1480,93,35,0,0,0,31,22,3,165,165,0,0,0,1,1,1,37,40,4,0,0,0,0,0,0,3,4,0,1,9,2,0,30,7,0,0,10,45,13,12,165,86,0,0,0,6,4,54,140,28,4,0,0,1,2,16,0,4,10,0,0,3,3,0,29,3,0,0,9,10,1,6,165,58,0,0,0,1,1,22,165,26,0,0,0,1,3,7,0,0,0,0,0,4,7,0,13,4,1,1,4,4,0,1,165,91,18,0,0,1,0,1,102,144,60,0,0,0,0,0,5,24,6,1,1,0,0,0
1481,0,0,4,111,77,0,0,0,14,39,95,111,37,0,0,0,49,111,74,10,4,3,1,4,1,9,98,79,12,4,0,1,1,1,19,102,111,23,9,4,43,10,3,27,69,82,38,8,111,24,7,8,21,26,15,31,8,2,14,36,100,68,2,4,1,1,22,48,28,28,87,60,7,32,28,25,12,102,111,13,57,20,35,29,46,38,58,24,3,4,26,39,69,17,3,1,0,1,7,111,111,11,28,13,6,102,49,55,25,3,9,7,3,44,39,16,37,22,6,6,2,1,3,4,15,19,25,26
1482,6,0,0,0,9,71,26,58,7,1,2,4,7,27,64,100,16,6,1,2,12,32,32,41,7,18,11,6,20,12,7,13,7,3,24,38,46,84,28,39,21,19,121,105,10,18,22,50,86,43,31,31,37,29,28,50,5,15,6,53,108,25,16,11,0,0,18,76,122,52,10,0,46,9,51,72,10,13,42,38,122,42,9,8,16,17,17,46,20,22,1,14,39,64,122,20,0,0,0,0,36,122,81,0,5,0,0,0,2,33,122,49,28,38,7,1,4,84,84,37,26,122,9,0,2,32,40,16
1483,0,1,2,5,6,41,51,0,51,41,0,1,7,34,7,1,65,29,0,0,19,31,17,52,126,20,0,0,1,3,10,126,5,52,54,8,16,41,33,1,38,18,4,2,41,96,11,4,126,41,0,0,1,7,4,37,126,76,0,0,0,0,1,58,38,38,20,8,10,8,54,84,34,8,2,17,53,71,30,51,126,23,8,9,20,18,5,47,126,126,84,8,4,0,0,16,1,0,6,57,23,22,80,45,34,1,10,122,43,3,8,30,83,3,5,31,68,3,1,57,63,49,51,34,52,1,0,3
1484,14,4,0,0,40,19,1,3,55,30,1,2,119,31,0,0,144,95,1,4,9,0,0,0,5,6,1,14,22,0,0,0,38,2,0,0,45,31,7,28,39,23,2,18,144,40,1,2,144,99,2,8,17,1,0,7,25,11,1,6,18,1,0,0,36,68,65,55,33,10,1,9,63,9,35,144,144,18,0,9,144,12,2,7,16,1,0,42,31,2,0,3,10,1,0,3,20,54,70,69,18,18,1,2,111,12,42,112,17,19,3,12,144,19,2,2,0,0,0,10,17,6,1,2,3,0,0,0
